tibetan_syllable	target	target_authority	tibetan_role	tibetan_feature	target_start	target_end	target_span	rule_id	structural_context	domain_authority
ཀྱིར	kyir	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱིར	kyir	complete_not_currently_authoritative	suffix_coda	ར	3	4	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱིལ	kyil	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	tibetan_proper_name
ཀྱིལ	kyil	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	tibetan_proper_name
ཀྱིལ	kyil	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	tibetan_proper_name
ཀྱིལ	kyil	complete_not_currently_authoritative	suffix_coda	ལ	3	4	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	tibetan_proper_name
ཀྱིས	kyis	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱིས	kyis	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱིས	kyis	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱིས	kyis	complete_not_currently_authoritative	suffix_coda	ས	3	4	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུ	kyu	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུ	kyu	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུ	kyu	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུག	kyug	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུག	kyug	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུག	kyug	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུག	kyug	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུང	kyuṅ	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུང	kyuṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུང	kyuṅ	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུང	kyuṅ	complete_not_currently_authoritative	suffix_coda	ང	3	4	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུད	kyud	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུད	kyud	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུད	kyud	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུད	kyud	complete_not_currently_authoritative	suffix_coda	ད	3	4	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུར	kyur	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུར	kyur	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུར	kyur	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུར	kyur	complete_not_currently_authoritative	suffix_coda	ར	3	4	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུས	kyus	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུས	kyus	correction_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུས	kyus	correction_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱུས	kyus	correction_authoritative	suffix_coda	ས	3	4	s	CORPUS_735B62E02527	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོ	kyo	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོ	kyo	correction_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོ	kyo	correction_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོག	kyog	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོག	kyog	correction_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོག	kyog	correction_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོག	kyog	correction_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོང	kyoṅ	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོང	kyoṅ	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོང	kyoṅ	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོང	kyoṅ	complete_not_currently_authoritative	suffix_coda	ང	3	4	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོད	kyod	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོད	kyod	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོད	kyod	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོད	kyod	complete_not_currently_authoritative	suffix_coda	ད	3	4	d	CORPUS_DDC164B090C8	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོན	kyon	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	tibetan_proper_name
ཀྱོན	kyon	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	tibetan_proper_name
ཀྱོན	kyon	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	tibetan_proper_name
ཀྱོན	kyon	complete_not_currently_authoritative	suffix_coda	ན	3	4	n	CORPUS_76CFA3FCFF21	contrastive	tibetan_proper_name
ཀྱོར	kyor	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོར	kyor	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོར	kyor	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོར	kyor	complete_not_currently_authoritative	suffix_coda	ར	3	4	r	CORPUS_6783C3DA00D4	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྱོལ	kyol	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	tibetan_proper_name
ཀྱོལ	kyol	complete_not_currently_authoritative	subjoined_consonants	ཡ	1	2	y	CORPUS_E34B3E203AE6	contrastive	tibetan_proper_name
ཀྱོལ	kyol	complete_not_currently_authoritative	vowel	o	2	3	o	CORPUS_16D4A9AA0695	contrastive	tibetan_proper_name
ཀྱོལ	kyol	complete_not_currently_authoritative	suffix_coda	ལ	3	4	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	tibetan_proper_name
ཀྲ	kra	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲ	kra	correction_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲ	kra	correction_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲག	krag	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲག	krag	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲག	krag	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲག	krag	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	unresolved
ཀྲང	kraṅ	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲང	kraṅ	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲང	kraṅ	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲང	kraṅ	complete_not_currently_authoritative	suffix_coda	ང	3	4	ṅ	SUFFIX_NG_TO_NDOT	token_final	unresolved
ཀྲད	krad	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲད	krad	correction_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲད	krad	correction_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲད	krad	correction_authoritative	suffix_coda	ད	3	4	d	CORPUS_DDC164B090C8	contrastive	unresolved
ཀྲབ	krab	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲབ	krab	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲབ	krab	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲབ	krab	complete_not_currently_authoritative	suffix_coda	བ	3	4	b	CORPUS_0C6592BB5CEF	contrastive	unresolved
ཀྲམ	kram	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲམ	kram	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲམ	kram	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲམ	kram	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	unresolved
ཀྲས	kras	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	unresolved
ཀྲས	kras	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	unresolved
ཀྲས	kras	complete_not_currently_authoritative	vowel	a	2	3	a	CORPUS_01025FAF5D30	contrastive	unresolved
ཀྲས	kras	complete_not_currently_authoritative	suffix_coda	ས	3	4	s	CORPUS_735B62E02527	contrastive	unresolved
ཀྲི	kri	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲི	kri	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲི	kri	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིག	krig	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིག	krig	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིག	krig	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིག	krig	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིགས	krigs	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིགས	krigs	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིགས	krigs	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིགས	krigs	complete_not_currently_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིགས	krigs	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམ	krim	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམ	krim	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམ	krim	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམ	krim	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམས	krims	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམས	krims	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམས	krims	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམས	krims	complete_not_currently_authoritative	suffix_coda	མ	3	4	m	CORPUS_5683E9A09D00	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིམས	krims	complete_not_currently_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲིལ	kril	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	tibetan_proper_name
ཀྲིལ	kril	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	tibetan_proper_name
ཀྲིལ	kril	complete_not_currently_authoritative	vowel	i	2	3	i	CORPUS_63EB474B7A3F	contrastive	tibetan_proper_name
ཀྲིལ	kril	complete_not_currently_authoritative	suffix_coda	ལ	3	4	l	RESIDUAL_A5A2CF47705E	single_unknown_residual_induction	tibetan_proper_name
ཀྲུ	kru	complete_not_currently_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུ	kru	complete_not_currently_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུ	kru	complete_not_currently_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུགས	krugs	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུགས	krugs	correction_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུགས	krugs	correction_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུགས	krugs	correction_authoritative	suffix_coda	ག	3	4	g	CORPUS_9A673562CD7A	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུགས	krugs	correction_authoritative	post_suffix	ས	4	5	s	CORPUS_F685D66CEF46	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུང	kruṅ	correction_authoritative	root_consonant	ཀ	0	1	k	RESIDUAL_16C7C1641787	single_unknown_residual_induction	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུང	kruṅ	correction_authoritative	subjoined_consonants	ར	1	2	r	CORPUS_7F71AFFFC788	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུང	kruṅ	correction_authoritative	vowel	u	2	3	u	CORPUS_84A74DBDD722	contrastive	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
ཀྲུང	kruṅ	correction_authoritative	suffix_coda	ང	3	4	ṅ	SUFFIX_NG_TO_NDOT	token_final	ordinary_tibetan_lexical_or_compound;tibetan_proper_name
